"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"piscivorous_sharks5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of piscivorous_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"piscivorous_sharks1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1006.78,1006.78
"piscivorous_sharks2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4718.11,4718.11
"piscivorous_sharks3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",8827.34,8827.34
"piscivorous_sharks4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",11889.41,11889.41
"piscivorous_sharks5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",13768.74,13768.74
"piscivorous_sharks1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2667.97,2667.97
"piscivorous_sharks2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12502.99,12502.99
"piscivorous_sharks3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",23392.45,23392.45
"piscivorous_sharks4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",31506.95,31506.95
"piscivorous_sharks5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",36487.16,36487.16
"other_sharks_N",FALSE,2,"[ z b ]","tracer","mg N m-3","other_sharks total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"other_sharks1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",479.35,479.35
"other_sharks2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1996.97,1996.97
"other_sharks3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3620.53,3620.53
"other_sharks4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4833.57,4833.57
"other_sharks5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5615.78,5615.78
"other_sharks1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1270.27,1270.27
"other_sharks2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5291.97,5291.97
"other_sharks3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",9594.4,9594.4
"other_sharks4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",12808.96,12808.96
"other_sharks5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",14881.83,14881.83
"skate_ray_N",FALSE,2,"[ z b ]","tracer","mg N m-3","skate_ray total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"skate_ray1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1701.5,1701.5
"skate_ray2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",7314.54,7314.54
"skate_ray3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",14144.73,14144.73
"skate_ray4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",20012.59,20012.59
"skate_ray5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",24338.67,24338.67
"skate_ray6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",27288.1,27288.1
"skate_ray1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4508.97,4508.97
"skate_ray2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",19383.53,19383.53
"skate_ray3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",37483.54,37483.54
"skate_ray4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",53033.37,53033.37
"skate_ray5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",64497.47,64497.47
"skate_ray6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",72313.47,72313.47
"cod_N",FALSE,2,"[ z b ]","tracer","mg N m-3","cod total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"cod1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",124.73,124.73
"cod2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1384.28,1384.28
"cod3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5070.9,5070.9
"cod4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",10060.08,10060.08
"cod5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",15034.85,15034.85
"cod6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",19490.51,19490.51
"cod7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",23121.85,23121.85
"cod8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",26308.58,26308.58
"cod9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",28189.4,28189.4
"cod10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",30009.83,30009.83
"cod11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",31476.3,31476.3
"cod12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",32647.33,32647.33
"cod13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",33576.3,33576.3
"cod14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",34309.53,34309.53
"cod1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",330.53,330.53
"cod2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3668.35,3668.35
"cod3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",13437.88,13437.88
"cod4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",26659.22,26659.22
"cod5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",39842.35,39842.35
"cod6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",51649.84,51649.84
"cod7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",61272.89,61272.89
"cod8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",69717.74,69717.74
"cod9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",74701.91,74701.91
"cod10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",79526.04,79526.04
"cod11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",83412.19,83412.19
"cod12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",86515.44,86515.44
"cod13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",88977.18,88977.18
"cod14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",90920.25,90920.25
"whiting_N",FALSE,2,"[ z b ]","tracer","mg N m-3","whiting total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"whiting1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",93.73,93.73
"whiting2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",300.41,300.41
"whiting3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",768.94,768.94
"whiting4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1049.78,1049.78
"whiting5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1280.95,1280.95
"whiting6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1460.33,1460.33
"whiting7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1594.53,1594.53
"whiting8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1692.57,1692.57
"whiting9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1763.09,1763.09
"whiting10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1813.27,1813.27
"whiting11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1848.74,1848.74
"whiting12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1873.68,1873.68
"whiting13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",1891.15,1891.15
"whiting1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",248.38,248.38
"whiting2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",796.08,796.08
"whiting3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2037.7,2037.7
"whiting4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",2781.93,2781.93
"whiting5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3394.51,3394.51
"whiting6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",3869.88,3869.88
"whiting7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4225.5,4225.5
"whiting8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4485.31,4485.31
"whiting9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4672.18,4672.18
"whiting10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4805.17,4805.17
"whiting11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4899.15,4899.15
"whiting12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",4965.24,4965.24
"whiting13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",5011.56,5011.56
"haddock_N",FALSE,2,"[ z b ]","tracer","mg N m-3","haddock total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"haddock1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
