"name","required","dimensions","dimnames","bmtype","units","long_name","dtype","sumtype","inwc","insed","dissol","decay","partic","fill.value","passive","svel","xvel","psize","b_dens","i_conc","f_conc","wc.hor.pattern","wc.ver.pattern","sediment","wc.hor.scalar"
"piscivorous_sharks3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for piscivorous_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"piscivorous_sharks5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for piscivorous_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks_N",FALSE,2,"[ z b ]","tracer","mg N m-3","other_sharks total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"other_sharks1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"other_sharks1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"other_sharks5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for other_sharks cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray_N",FALSE,2,"[ z b ]","tracer","mg N m-3","skate_ray total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"skate_ray1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"skate_ray1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"skate_ray6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for skate_ray cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod_N",FALSE,2,"[ z b ]","tracer","mg N m-3","cod total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"cod1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod14_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"cod1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod14_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"cod14_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for cod cohort 14",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting_N",FALSE,2,"[ z b ]","tracer","mg N m-3","whiting total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"whiting1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting8_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting9_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting10_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting11_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting12_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting13_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"whiting1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting8_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting9_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting10_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting11_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting12_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting13_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting2_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting3_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting4_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting5_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting6_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting7_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting8_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 8",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting9_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 9",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting10_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 10",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting11_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 11",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting12_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 12",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"whiting13_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for whiting cohort 13",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock_N",FALSE,2,"[ z b ]","tracer","mg N m-3","haddock total N",0,1,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,"constant","uniform",0,0
"haddock1_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock2_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock3_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock4_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock5_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock6_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock7_Nums",FALSE,2,"[ z b ]","tracer","1","Numbers of haddock cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"custom","surface",0,0
"haddock1_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock2_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 2",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock3_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 3",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock4_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 4",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock5_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 5",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock6_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 6",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock7_StructN",FALSE,2,"[ z b ]","tracer","mg N","Individual structural N for haddock cohort 7",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
"haddock1_ResN",FALSE,2,"[ z b ]","tracer","mg N","Individual reserve N for haddock cohort 1",0,0,0,0,0,0,1,0,0,0,0,10,1000000000,200000000,200000000,"constant","uniform",0,0
